"","collector","location","date","year","month","julian","lat","lon","latitutdinal_region","climate_region","total_ticks","total_l","total_n","total_a","lizard_species","season","tmmn_daily","tmmx_daily","pet_daily","pr_daily","sph_daily","pdsi_monthly","tmmn_monthly","tmmx_monthly","pet_monthly","pr_monthly","sph_monthly","tmmn_fall","tmmn_spring","tmmn_summer","tmmn_winter","tmmx_fall","tmmx_spring","tmmx_summer","tmmx_winter"
"11","Young","Arid","2018-04-24",2018,4,114,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.27997250014044,2.2809718664253,-0.106161426197148,-2.3130706396808,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"12","Young","Arid","2018-04-24",2018,4,114,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.27997250014044,2.2809718664253,-0.106161426197148,-2.3130706396808,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"13","Young","Arid","2018-04-24",2018,4,114,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.27997250014044,2.2809718664253,-0.106161426197148,-2.3130706396808,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"14","Young","Arid","2018-04-24",2018,4,114,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.27997250014044,2.2809718664253,-0.106161426197148,-2.3130706396808,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"15","Young","Arid","2018-04-24",2018,4,114,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.27997250014044,2.2809718664253,-0.106161426197148,-2.3130706396808,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"16","Young","Arid","2018-04-24",2018,4,114,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.27997250014044,2.2809718664253,-0.106161426197148,-2.3130706396808,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"17","Young","Arid","2018-04-25",2018,4,115,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.1796244398849,2.2809718664253,-0.106161426197148,-1.62076921188129,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"18","Young","Arid","2018-04-25",2018,4,115,"35.024867","-118.679283","central","San Joaquin Valley",2,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.1796244398849,2.2809718664253,-0.106161426197148,-1.62076921188129,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"19","Young","Arid","2018-04-25",2018,4,115,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.1796244398849,2.2809718664253,-0.106161426197148,-1.62076921188129,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"20","Young","Arid","2018-04-25",2018,4,115,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.1796244398849,2.2809718664253,-0.106161426197148,-1.62076921188129,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"21","Young","Arid","2018-04-25",2018,4,115,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",2.58215041421994,2.1796244398849,2.2809718664253,-0.106161426197148,-1.62076921188129,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"22","Young","Arid","2018-04-26",2018,4,116,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",1.29159375683046,1.92875046121269,2.08101826675684,-0.106161426197148,-1.11802658410371,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"23","Young","Arid","2018-04-26",2018,4,116,"35.024867","-118.679283","central","San Joaquin Valley",2,NA,NA,NA,"Sceloporus","spring",1.29159375683046,1.92875046121269,2.08101826675684,-0.106161426197148,-1.11802658410371,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"24","Young","Arid","2018-04-26",2018,4,116,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",1.29159375683046,1.92875046121269,2.08101826675684,-0.106161426197148,-1.11802658410371,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"25","Young","Arid","2018-04-26",2018,4,116,"35.024867","-118.679283","central","San Joaquin Valley",1,NA,NA,NA,"Sceloporus","spring",1.29159375683046,1.92875046121269,2.08101826675684,-0.106161426197148,-1.11802658410371,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"26","Young","Arid","2018-04-26",2018,4,116,"35.024867","-118.679283","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",1.29159375683046,1.92875046121269,2.08101826675684,-0.106161426197148,-1.11802658410371,-0.500407775728936,-0.258935218518209,0.29392005380307,0.654267998020196,-0.286642257618259,-2.13724047173245,-0.384324454572648,1.01109679176788,3.71806123642308,-0.914340577610013,-0.321154979075926,1.42657967568032,2.45798633638857,-0.0814436284951634
"27","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",1,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"28","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",1,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"29","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",2,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"30","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",5,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"31","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",7,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"32","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"33","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"34","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",2,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"35","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"36","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",8,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"37","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"38","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"39","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"40","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"41","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",1,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"42","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"43","Young","Intermediate","2018-05-11",2018,5,131,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.12212241224184,-1.15699641402911,0.481391853035771,-0.106161426197148,-1.84329480156276,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"44","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",2,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"45","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"46","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"47","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"48","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"49","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"50","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"51","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"52","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"53","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"54","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"55","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"56","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
"57","Young","Intermediate","2018-05-12",2018,5,132,"34.971886","-118.591461","central","San Joaquin Valley",0,NA,NA,NA,"Sceloporus","spring",-2.37190962088228,-1.78418136070965,-0.318421592187655,-0.106161426197148,-1.62901095792496,-0.745306631902345,-1.90958116458198,-1.24392302766784,0.157142088405145,-0.419194535062211,-1.79146407539947,-3.53793695967618,-3.72678223089134,-0.0938741274686954,-3.83145805402291,-3.20512898276944,-2.29720620870049,0.345997105627151,-2.67932952780275
